rate,loc,group,stage
24.5,4,1,1
16.6,4,1,1
3,4,1,1
0.8,4,1,1
3.4,4,1,1
4.8,4,1,1
28.6,4,1,1
0.2,4,1,1
8.6,4,1,1
6,4,1,1
9,4,1,1
13.25,4,1,1
1.2,4,1,1
4.4,4,1,1
14,4,1,1
25,4,1,1
14.75,4,1,1
3.5,4,1,1
5,4,1,1
2.8,4,1,1
8.4,4,1,1
3.4,4,1,1
6,4,1,1
5.4,4,1,1
7.4,4,1,1
0,4,1,1
2.6,4,1,1
8,4,1,1
8.57142857142857,4,1,1
11.4,4,1,1
16.4,4,1,1
12.8,4,1,1
4.4,4,1,1
14.2,4,1,1
15,4,1,1
28,4,1,1
1.8,4,1,1
25.8,4,1,1
21.2,4,1,1
19,4,1,1
5.8,4,1,1
9.6,4,1,1
8.8,4,1,1
11.8,4,1,1
3.6,4,1,1
17.4,4,1,1
10.2,4,1,1
25.4,4,1,1
4,4,1,1
1,4,1,1
16.3333333333333,4,1,1
10.6666666666667,4,1,1
17.3333333333333,4,1,1
10.3333333333333,4,1,1
27,4,1,1
25.5,4,1,1
8.75,4,1,1
37,4,1,1
4,4,1,1
3.6,4,1,1
10.4,4,1,1
7.8,4,1,1
2.2,4,1,1
0,4,1,1
9.4,4,1,1
5.4,4,1,1
6,4,1,1
7.33333333333333,4,1,1
0.6,4,1,1
27.8,4,1,1
4.6,4,1,1
6.2,4,1,1
0.4,4,1,1
0.8,4,1,1
4.4,4,1,1
11.8,4,1,1
13.8,4,1,1
10.6,4,1,1
1,4,1,1
19.2,4,1,1
6.8,4,1,1
19.4,4,1,1
8.4,4,1,1
1.4,4,1,1
3,4,1,1
3.8,4,1,1
9.8,4,1,1
25.2,4,1,1
5.71428571428571,4,1,1
5.66666666666667,4,1,1
3.75,4,1,1
5,4,1,1
18.5,4,1,1
17.2,4,1,1
7.6,4,1,1
15.2,4,1,1
5.33333333333333,4,1,1
4.88888888888889,4,1,1
7.11111111111111,4,1,1
5.55555555555556,4,1,1
10.2222222222222,4,1,1
6,4,1,1
15.2,4,1,1
6.2,4,1,1
12,4,1,1
2.4,4,1,1
11,4,1,1
1.6,4,1,1
12.6,4,1,1
2.8,4,1,1
2.4,4,1,1
4.4,4,1,1
9.4,4,1,1
5.8,4,1,1
3,4,1,1
7.2,4,1,1
2.6,4,1,1
2.75,4,1,1
9,4,1,1
6.5,4,1,1
8.8,4,1,1
7,4,1,1
9.2,4,1,1
10.8,4,1,1
3.6,4,1,1
7.8,4,1,1
50.8888888888889,4,1,1
8,4,1,1
5.2,4,1,1
8,4,1,1
2.2,4,1,1
10.6,4,1,1
3.4,4,1,1
0.6,4,1,1
17.4,4,1,1
34.2,4,1,1
5.2,4,1,1
26,4,1,1
10,5,1,1
7.2,5,1,1
14.4,5,1,1
7.4,5,1,1
21,5,1,1
13.4,5,1,1
15.7142857142857,5,1,1
12.2857142857143,5,1,1
20.8571428571429,5,1,1
4.85714285714286,5,1,1
11.1111111111111,5,1,1
4.88888888888889,5,1,1
22.6,5,1,1
16.8,5,1,1
1.8,5,1,1
8.4,5,1,1
16.2,5,1,1
4.2,5,1,1
2.4,5,1,1
7.6,5,1,1
10.5,5,1,1
8,5,1,1
2.75,5,1,1
6.88888888888889,5,1,1
5.33333333333333,5,1,1
2.88888888888889,5,1,1
9.77777777777778,5,1,1
12,5,1,1
7.4,5,1,1
8.6,5,1,1
12.4444444444444,5,1,1
0.6,5,1,1
0.2,5,1,1
4.2,5,1,1
8,5,1,1
27,5,1,1
26.75,5,1,1
15,5,1,1
5.6,5,1,1
1.2,5,1,1
7.2,5,1,1
9.4,5,1,1
30,5,1,1
3.4,5,1,1
7.4,5,1,1
5.8,5,1,1
11.2,5,1,1
23,5,1,1
2.4,5,1,1
4.4,5,1,1
21.1111111111111,5,1,1
30.75,5,1,1
18.25,5,1,1
3.5,5,1,1
6,5,1,1
1.8,5,1,1
